Order ID,Order Date,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Price,Quantity,Sales
2279,27-06-2015,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,South,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,204.9,25,5122.54783
2280,30-10-2018,Jim Karlsson,Consumer,United States,Seattle,Washington,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,366.69,1,366.6863232
2281,30-10-2018,Jim Karlsson,Consumer,United States,Seattle,Washington,West,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,507.63,15,7614.481449
2282,30-10-2018,Jim Karlsson,Consumer,United States,Seattle,Washington,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,820.14,15,12302.11356
2283,03-09-2017,Filia McAdams,Corporate,United States,Middletown,Connecticut,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",531.87,10,5318.650165
2284,05-03-2016,Sarah Foster,Consumer,United States,New Castle,Indiana,Central,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,319.09,23,7339.171408
2285,05-03-2016,Sarah Foster,Consumer,United States,New Castle,Indiana,Central,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,838.97,11,9228.722127
2286,05-05-2017,Patrick Jones,Corporate,United States,Murfreesboro,Tennessee,South,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,592.42,2,1184.843021
2287,17-11-2018,Christine Sundaresam,Consumer,United States,Salem,Virginia,South,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,610.64,13,7938.267729
2288,01-06-2018,Barry Blumstein,Corporate,United States,Toledo,Ohio,East,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",130.41,21,2738.700483
2289,10-06-2018,Ben Wallace,Consumer,United States,Los Angeles,California,West,OFF-AR-10002375,Office Supplies,Art,Newell 351,808.05,1,808.0496687
2290,08-01-2018,Ricardo Sperren,Corporate,United States,Seattle,Washington,West,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,991.84,6,5951.031814
2291,20-04-2016,Theresa Swint,Corporate,United States,Columbus,Georgia,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,511.75,12,6141.00598
2292,20-04-2016,Theresa Swint,Corporate,United States,Columbus,Georgia,South,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",317.91,14,4450.778779
2293,20-04-2016,Theresa Swint,Corporate,United States,Columbus,Georgia,South,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,954.23,11,10496.52889
2294,01-11-2016,Quincy Jones,Corporate,United States,New York City,New York,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,277.51,23,6382.787061
2295,23-12-2018,Filia McAdams,Corporate,United States,Middletown,Connecticut,East,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",851.08,11,9361.92225
2296,01-11-2016,Valerie Dominguez,Consumer,United States,New York City,New York,East,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,97,22,2134.055742
2297,01-11-2016,Valerie Dominguez,Consumer,United States,New York City,New York,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",887.77,9,7989.899936
2298,01-11-2016,Valerie Dominguez,Consumer,United States,New York City,New York,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,723.41,11,7957.524586
2299,01-11-2016,Valerie Dominguez,Consumer,United States,New York City,New York,East,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,12.5,15,187.5320114
2300,01-11-2016,Valerie Dominguez,Consumer,United States,New York City,New York,East,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,463.71,10,4637.13662
2301,14-11-2015,Jeremy Lonsdale,Consumer,United States,Midland,Michigan,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,133.46,3,400.3757919
2302,14-11-2015,Jeremy Lonsdale,Consumer,United States,Midland,Michigan,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,625.55,9,5629.987668
2303,17-01-2017,Dionis Lloyd,Corporate,United States,Columbus,Georgia,South,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,565.81,24,13579.55153
2304,17-09-2018,Meg O'Connel,Home Office,United States,Roswell,Georgia,South,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,981.01,11,10791.1613
2305,17-09-2018,Meg O'Connel,Home Office,United States,Roswell,Georgia,South,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,866.13,23,19921.0056
2306,23-12-2017,Ben Peterman,Corporate,United States,Chicago,Illinois,Central,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",607.45,11,6681.934195
2307,06-08-2016,Michael Stewart,Corporate,United States,Houston,Texas,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,869.07,6,5214.394896
2308,05-11-2018,Susan Vittorini,Consumer,United States,New York City,New York,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,343.2,16,5491.120116
2309,11-06-2018,Becky Castell,Home Office,United States,Peoria,Arizona,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,294.76,17,5010.936408
2310,11-06-2018,Becky Castell,Home Office,United States,Peoria,Arizona,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",53.43,1,53.4256865
2311,11-06-2018,Becky Castell,Home Office,United States,Peoria,Arizona,West,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,766.44,21,16095.25755
2312,11-06-2018,Becky Castell,Home Office,United States,Peoria,Arizona,West,OFF-AR-10001955,Office Supplies,Art,Newell 319,499.2,10,4991.98916
2313,11-06-2018,Becky Castell,Home Office,United States,Peoria,Arizona,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,472.17,5,2360.864193
2314,20-07-2018,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,Central,OFF-LA-10004093,Office Supplies,Labels,Avery 486,281.74,7,1972.209483
2315,20-07-2018,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,Central,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",984.25,21,20669.15632
2316,20-07-2018,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,Central,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,203.08,23,4670.788889
2317,20-07-2018,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,Central,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,955.31,4,3821.245521
2318,20-07-2018,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,Central,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,631.79,25,15794.80684
2319,20-07-2018,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,Central,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,935.48,8,7483.826348
2320,23-12-2016,Bradley Drucker,Consumer,United States,Richmond,Virginia,South,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,830.25,14,11623.48342
2321,20-03-2018,Helen Wasserman,Corporate,United States,Seattle,Washington,West,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,519.17,8,4153.348284
2322,31-12-2016,Karen Carlisle,Corporate,United States,Henderson,Kentucky,South,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,307.33,3,921.9915973
2323,31-12-2016,Karen Carlisle,Corporate,United States,Henderson,Kentucky,South,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",177.29,2,354.5746331
2324,31-12-2016,Karen Carlisle,Corporate,United States,Henderson,Kentucky,South,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,203.74,2,407.4838602
2325,31-12-2016,Karen Carlisle,Corporate,United States,Henderson,Kentucky,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,249.42,5,1247.094161
2326,15-09-2016,Brendan Murry,Corporate,United States,New York City,New York,East,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,870.27,16,13924.24941
2327,15-09-2016,Brendan Murry,Corporate,United States,New York City,New York,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",826.69,22,18187.20964
2328,15-09-2016,Brendan Murry,Corporate,United States,New York City,New York,East,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,562.86,1,562.8643927
2329,23-09-2018,Kristina Nunn,Home Office,United States,Fort Collins,Colorado,West,OFF-EN-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,171.57,20,3431.334951
2330,25-12-2016,Justin Deggeller,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,69.26,11,761.8455601
2331,24-09-2017,Laura Armstrong,Corporate,United States,Los Angeles,California,West,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",433.46,1,433.4625318
2332,24-09-2017,Laura Armstrong,Corporate,United States,Los Angeles,California,West,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",416.16,1,416.1608898
2333,21-03-2018,Robert Waldorf,Consumer,United States,Lafayette,Indiana,Central,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",157.54,18,2835.684817
2334,21-03-2018,Robert Waldorf,Consumer,United States,Lafayette,Indiana,Central,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,398.76,16,6380.224767
2335,30-09-2015,Kelly Williams,Consumer,United States,Clarksville,Tennessee,South,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,939.56,11,10335.16047
2336,10-12-2018,Chris Cortes,Consumer,United States,Fairfield,Connecticut,East,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,498.42,9,4485.800694
2337,10-12-2018,Chris Cortes,Consumer,United States,Fairfield,Connecticut,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,212.19,6,1273.117389
2338,23-08-2015,Rick Hansen,Consumer,United States,New York City,New York,East,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,767.73,3,2303.193909
2339,23-08-2015,Rick Hansen,Consumer,United States,New York City,New York,East,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,986.46,15,14796.96962
2340,19-08-2015,Jim Karlsson,Consumer,United States,Columbus,Ohio,East,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,407.83,25,10195.77346
2341,10-11-2017,Debra Catini,Consumer,United States,Warner Robins,Georgia,South,OFF-AR-10004999,Office Supplies,Art,Newell 315,586.78,21,12322.39347
2342,31-12-2015,Gary Mitchum,Home Office,United States,Franklin,Massachusetts,East,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,49.01,5,245.048216
2343,31-12-2015,Gary Mitchum,Home Office,United States,Franklin,Massachusetts,East,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,817.64,15,12264.53831
2344,26-07-2015,Carl Ludwig,Consumer,United States,Chicago,Illinois,Central,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",208.2,3,624.605029
2345,22-02-2017,Paul Van Hugh,Home Office,United States,Milwaukee,Wisconsin,Central,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,952.64,2,1905.271871
2346,13-03-2017,Liz Thompson,Consumer,United States,San Antonio,Texas,Central,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",250.74,24,6017.827458
2347,13-03-2017,Liz Thompson,Consumer,United States,San Antonio,Texas,Central,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,545.15,11,5996.598415
2348,13-03-2017,Liz Thompson,Consumer,United States,San Antonio,Texas,Central,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,940.47,20,18809.4982
2349,02-12-2018,Alice McCarthy,Corporate,United States,Los Angeles,California,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,246.24,18,4432.314393
2350,02-12-2018,Alice McCarthy,Corporate,United States,Los Angeles,California,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,495.52,1,495.5198299
2351,02-12-2018,Alice McCarthy,Corporate,United States,Los Angeles,California,West,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",407.62,6,2445.691096
2352,02-12-2018,Alice McCarthy,Corporate,United States,Los Angeles,California,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,463.62,25,11590.55848
2353,02-12-2018,Alice McCarthy,Corporate,United States,Los Angeles,California,West,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,300.26,8,2402.052716
2354,31-08-2016,Scott Cohen,Corporate,United States,San Francisco,California,West,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",217.53,25,5438.290417
2355,31-08-2016,Scott Cohen,Corporate,United States,San Francisco,California,West,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,160.93,20,3218.503147
2356,31-08-2016,Scott Cohen,Corporate,United States,San Francisco,California,West,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,908.51,23,20895.7257
2357,31-08-2016,Scott Cohen,Corporate,United States,San Francisco,California,West,TEC-MA-10000597,Technology,Machines,Lexmark S315 Color Inkjet Printer,256.36,22,5639.913794
2358,17-03-2015,Christine Phan,Corporate,United States,New York City,New York,East,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,487.21,23,11205.89861
2359,17-03-2015,Christine Phan,Corporate,United States,New York City,New York,East,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,160.98,19,3058.553796
2360,17-03-2015,Christine Phan,Corporate,United States,New York City,New York,East,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",36.47,22,802.2541894
2361,17-03-2015,Christine Phan,Corporate,United States,New York City,New York,East,OFF-PA-10002960,Office Supplies,Paper,Xerox 1926,971.28,13,12626.63066
2362,17-03-2015,Christine Phan,Corporate,United States,New York City,New York,East,OFF-PA-10000919,Office Supplies,Paper,Xerox 1918,192.58,8,1540.654086
2363,16-04-2018,Roy Französisch,Consumer,United States,Columbus,Ohio,East,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,910.81,19,17305.44256
2364,13-03-2017,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,South,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",678.69,4,2714.772245
2365,13-03-2017,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,South,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",71.44,11,785.8346841
2366,13-03-2017,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,South,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,14.34,23,329.7440492
2367,24-11-2015,Erica Hackney,Consumer,United States,Sacramento,California,West,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",518.15,18,9326.699314
2368,10-02-2018,Michael Nguyen,Consumer,United States,Clinton,Maryland,East,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),193.88,15,2908.182718
2369,23-09-2017,Kelly Lampkin,Corporate,United States,Fairfield,Ohio,East,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",9.3,6,55.81428536
2370,23-09-2017,Kelly Lampkin,Corporate,United States,Fairfield,Ohio,East,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",674.42,25,16860.60543
2371,07-07-2018,Michael Paige,Corporate,United States,Warwick,Rhode Island,East,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,779.16,25,19479.11423
2372,07-07-2017,Barry Französisch,Corporate,United States,Aurora,Illinois,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,326.34,2,652.6862124
2373,07-07-2017,Barry Französisch,Corporate,United States,Aurora,Illinois,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,925.53,15,13882.96348
2374,07-07-2017,Barry Französisch,Corporate,United States,Aurora,Illinois,Central,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,34.2,21,718.2544749
2375,07-07-2017,Barry Französisch,Corporate,United States,Aurora,Illinois,Central,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,624.36,7,4370.528838
2376,24-01-2018,Theone Pippenger,Consumer,United States,Smyrna,Georgia,South,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,150.26,25,3756.381838
2377,19-08-2015,Maxwell Schwartz,Consumer,United States,Columbus,Ohio,East,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,166.85,21,3503.938787
2378,19-08-2015,Maxwell Schwartz,Consumer,United States,Columbus,Ohio,East,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,393.15,10,3931.544722
2379,06-12-2016,Katherine Murray,Home Office,United States,Thousand Oaks,California,West,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",905.4,13,11770.14647
2380,06-05-2017,Brad Eason,Home Office,United States,Lorain,Ohio,East,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,347.04,6,2082.238834
2381,06-05-2017,Brad Eason,Home Office,United States,Lorain,Ohio,East,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,267.56,6,1605.367717
2382,06-05-2017,Brad Eason,Home Office,United States,Lorain,Ohio,East,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,858.96,15,12884.35635
2383,25-03-2018,Christina VanderZanden,Consumer,United States,Fresno,California,West,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,454.12,2,908.233185
2384,25-03-2018,Christina VanderZanden,Consumer,United States,Fresno,California,West,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,791.77,17,13460.00846
2385,25-03-2018,Christina VanderZanden,Consumer,United States,Fresno,California,West,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,243.18,22,5350.063897
2386,25-03-2018,Christina VanderZanden,Consumer,United States,Fresno,California,West,TEC-PH-10000141,Technology,Phones,Clearsounds A400,154.53,3,463.581487
2387,25-03-2018,Christina VanderZanden,Consumer,United States,Fresno,California,West,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,243.64,16,3898.281335
2388,12-12-2016,Dennis Kane,Consumer,United States,San Diego,California,West,OFF-FA-10001229,Office Supplies,Fasteners,Staples,970.76,22,21356.73634
2389,12-12-2016,Dennis Kane,Consumer,United States,San Diego,California,West,OFF-BI-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers,336.71,9,3030.431706
2390,06-12-2016,Speros Goranitis,Consumer,United States,New York City,New York,East,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,912.72,18,16429.01569
2391,06-12-2016,Speros Goranitis,Consumer,United States,New York City,New York,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,557.21,3,1671.627138
2392,06-12-2016,Speros Goranitis,Consumer,United States,New York City,New York,East,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),913.06,4,3652.223204
2393,06-12-2016,Speros Goranitis,Consumer,United States,New York City,New York,East,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",709.2,25,17730.08179
2394,17-03-2017,Christine Sundaresam,Consumer,United States,Malden,Massachusetts,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,456.25,24,10949.94259
2395,14-11-2016,Patrick Jones,Corporate,United States,New York City,New York,East,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,329.61,9,2966.482157
2396,14-11-2016,Patrick Jones,Corporate,United States,New York City,New York,East,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,59.88,13,778.4262988
2397,14-11-2016,Patrick Jones,Corporate,United States,New York City,New York,East,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",955.82,3,2867.452317
2398,14-08-2018,Nora Preis,Consumer,United States,San Francisco,California,West,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,435.39,4,1741.541327
2399,14-08-2018,Nora Preis,Consumer,United States,San Francisco,California,West,OFF-AR-10000246,Office Supplies,Art,Newell 318,340.85,9,3067.656851
2400,09-09-2018,Sean Braxton,Corporate,United States,Florence,South Carolina,South,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,146.93,3,440.7772389
2401,09-09-2018,Sean Braxton,Corporate,United States,Florence,South Carolina,South,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,130.43,23,2999.88636
2402,01-04-2018,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,Central,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,861.59,14,12062.3074
2403,01-04-2018,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,Central,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,295.93,23,6806.282273
2404,27-09-2017,Harry Marie,Corporate,United States,Huntsville,Texas,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,556.3,6,3337.781176
2405,07-10-2018,Mike Gockenbach,Consumer,United States,Los Angeles,California,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,216.69,10,2166.854586
2406,07-10-2018,Mike Gockenbach,Consumer,United States,Los Angeles,California,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,566.96,6,3401.749977
2407,07-10-2018,Mike Gockenbach,Consumer,United States,Los Angeles,California,West,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",417.76,17,7101.951999
2408,20-01-2018,Tamara Manning,Consumer,United States,San Francisco,California,West,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,194.01,4,776.040806
2409,20-01-2018,Tamara Manning,Consumer,United States,San Francisco,California,West,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,125.72,10,1257.1676
2410,23-03-2018,Bill Eplett,Home Office,United States,San Francisco,California,West,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,902.63,6,5415.753655
2411,01-08-2015,Ann Steele,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",439.16,18,7904.856155
2412,07-06-2016,Eleni McCrary,Corporate,United States,Los Angeles,California,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,78.47,18,1412.499555
2413,12-11-2015,Joseph Airdo,Consumer,United States,Los Angeles,California,West,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,193.71,2,387.4262273
2414,12-11-2015,Joseph Airdo,Consumer,United States,Los Angeles,California,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,143.66,19,2729.58686
2415,29-12-2017,Troy Blackwell,Consumer,United States,Milwaukee,Wisconsin,Central,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",142.34,21,2989.062321
2416,06-07-2016,Paul Prost,Home Office,United States,Holyoke,Massachusetts,East,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,488.87,3,1466.606161
2417,12-10-2018,Michelle Lonsdale,Corporate,United States,Albuquerque,New Mexico,West,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,452.54,11,4977.945125
2418,12-10-2018,Michelle Lonsdale,Corporate,United States,Albuquerque,New Mexico,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,839.58,20,16791.66096
2419,21-05-2017,Linda Cazamias,Corporate,United States,Sparks,Nevada,West,TEC-MA-10000112,Technology,Machines,Panasonic KX MB2061 Multifunction Printer,483.46,21,10152.61915
2420,09-11-2018,Matt Collister,Corporate,United States,Coachella,California,West,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",432.8,23,9954.453572
2421,09-11-2018,Matt Collister,Corporate,United States,Coachella,California,West,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,631.43,8,5051.445334
2422,18-04-2017,Clay Rozendal,Home Office,United States,Elmhurst,Illinois,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,645.87,4,2583.482483
2423,18-04-2017,Clay Rozendal,Home Office,United States,Elmhurst,Illinois,Central,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",574.78,20,11495.67485
2424,25-12-2018,Susan Vittorini,Consumer,United States,Fairfield,Ohio,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,670.31,3,2010.927779
2425,25-12-2018,Susan Vittorini,Consumer,United States,Fairfield,Ohio,East,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,566.46,6,3398.788191
2426,25-12-2018,Susan Vittorini,Consumer,United States,Fairfield,Ohio,East,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,853.72,13,11098.2968
2427,25-12-2018,Susan Vittorini,Consumer,United States,Fairfield,Ohio,East,OFF-FA-10002975,Office Supplies,Fasteners,Staples,615.91,20,12318.17957
2428,11-06-2017,Mary Zewe,Corporate,United States,Arlington,Texas,Central,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,152.51,6,915.0866905
